section,location,date,question_order,question_title,answer,frequency,question_type,question_allowedValues
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",Veo que hay muchos hombres viciosos y eso me da mucho miedo,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",me pueden pegar duro con el balon,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",pasan muchas motos.,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",porque como esta desnivelada puede ser peligroza para mi,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,6,"Si la respuesta a la pregunta anterior es ""si"", ¿Qué peligros veo en estos sitios?",porque no hay celadores y personas viciosas entran ahí,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,7,Si al final del entrenamiento deportivo me ponen a limpiar la cancha y organizar los implementos deportivos ¿sigo yendo al entrenamiento?,Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,7,Si al final del entrenamiento deportivo me ponen a limpiar la cancha y organizar los implementos deportivos ¿sigo yendo al entrenamiento?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para divertirnos,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,"para hacer deporte, para recrearnos, para jugar y recrea, aprender y compartir con los demás.",1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,"Para jugar futbol, recrearnos y actividades.",1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,Para organizar grupos integraciones para que nos divirtamos,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para jugar futbol y los parques y para disfrutar,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,"para jugar, para un campeonato, aveces hacen conciertos.",1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para jugar futbol,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para recrearnos y no pensar en cosas malas.,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para mejorar nuestra educación y hacer deporte.,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,"para recreación, divertirnos y participar con mis compañeros.",1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para recrearse y para convivencia y paz,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para que los niños y niñas no piensen en hacer cosas malas.,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,8,¿Para qué utilizan las canchas y parques en mi comunidad?,para jugar y divertirme,1,text,
Componente 1: NNA resignifican y hacen buen uso del espacio público,Acandí,26.10.2015 00:00:00,9,¿Alguna vez me he reunido con alguien en la cancha o en el parque para hacer actividades con la intención de causar daño a otros?,No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,1,¿Le he puesto apodos a las personas con la intención de burlarme de ellos?,No,6,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,1,¿Le he puesto apodos a las personas con la intención de burlarme de ellos?,Sí,7,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,2,"¿He golpeado, gritado o dicho palabras groseras a mis compañeros o amigos en mas de una ocasión?",Sí,6,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,2,"¿He golpeado, gritado o dicho palabras groseras a mis compañeros o amigos en mas de una ocasión?",No,7,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,3,Estoy balanceándome fuerte en un columpio y alguien me recomienda tener cuidado ¿sigo su consejo?,Sí,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,4,En el juego de policías y ladrones ¿Cuál prefiero escoger?,Policía,13,multiOptionSingleChoice,"{""list"":[""Ladrón"",""Policía""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,5,¿Me gustaría que mis compañeros de clase me hicieran caso y obedecieran por ser el mas bravo?,No,12,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,5,¿Me gustaría que mis compañeros de clase me hicieran caso y obedecieran por ser el mas bravo?,Sí,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 2: NNA con una escala de valores favorables a la convivencia en su comunidad,Acandí,26.10.2015 00:00:00,6,"Voy por la calle y veo que a mi vecino se le caen unos billetes. Él no se da cuenta y yo se que él necesita la plata para comprar comida, pero yo tengo mis zapatos rotos ¿Recojo el dinero y compro los zapatos nuevos?",No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,1,"Si un amigo me invita a consumir cigarrillo, ¿lo hago?",No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,10,¿Cómo reacciono frente a los buenos comentarios?,Los recibo con agrado,12,multiOptionSingleChoice,"{""list"":[""Respondo agresivamente"",""Me voy"",""Los recibo con agrado"",""Me da pena""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,10,¿Cómo reacciono frente a los buenos comentarios?,Me da pena,1,multiOptionSingleChoice,"{""list"":[""Respondo agresivamente"",""Me voy"",""Los recibo con agrado"",""Me da pena""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,11,Cuando estoy conversando con mis amigos sobre fútbol y otro chico quiere participar ¿lo dejo entrar en la conversación?,Sí,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,12,Cuando he tenido problemas con otras personas ¿He propuesto soluciones?,Sí,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,13,Cuando alguien me golpea:,¿Le devuelvo el golpe o continúo la pelea?,3,multiOptionSingleChoice,"{""list"":[""¿Le devuelvo el golpe o continúo la pelea?"",""¿No le contesto y me voy o intento dialogar con él?""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,13,Cuando alguien me golpea:,¿No le contesto y me voy o intento dialogar con él?,10,multiOptionSingleChoice,"{""list"":[""¿Le devuelvo el golpe o continúo la pelea?"",""¿No le contesto y me voy o intento dialogar con él?""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque es malo para la salud,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,Porque el cigarrillo es malo para la salud y puede dañarme los pulmones,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,Porque es malo y trae muchas consecuencias,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,"porque es muy malo, no lo hacemos ahora pero mas adelante el daño que nos hace a los pulmones nos pone viejas muy rapido.",1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,Porque no quiero terminar en la calle consumiendo droga,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque eso me hace daño,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque fumar cigarrillo es muy feo y malo para los pulmones,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque en la vida nos hicieron para pasarla rico pero no para fumar cosas malas.,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque nos enfermamos y podemos morir.,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque es malo,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque eso es malo para la salud y me pude causar muchos daños,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque mis padres y personas que me quieren me han hablado sobre eso y es muy malo,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,2,¿Por qué?,porque me causa daño,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,3,"¿Expreso mi rabia o enojo por medio de golpes, gritos, etc?",A veces,9,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,3,"¿Expreso mi rabia o enojo por medio de golpes, gritos, etc?",Siempre,1,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,3,"¿Expreso mi rabia o enojo por medio de golpes, gritos, etc?",Nunca,3,multiOptionSingleChoice,"{""list"":[""Nunca"",""Siempre"",""A veces""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,4,Cuando intento resolver un problema ¿pienso en las consecuencias o en lo que podría pasar después?,Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,4,Cuando intento resolver un problema ¿pienso en las consecuencias o en lo que podría pasar después?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,5,"Para recibir el refrigerio, los otros chicos hacen fila ¿yo prefiero no hacerla y me meto en cualquier lugar sin respetar la fila?",No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,6,Cuando voy a corregir a alguien que se equivocó ¿lo grito o lo golpeo?,No,13,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,7,"En el barrio, un grupo de muchachos me amenaza con golpearme ¿le cuento este problema a alguien?",Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,7,"En el barrio, un grupo de muchachos me amenaza con golpearme ¿le cuento este problema a alguien?",No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,a mis padres y a sus familiares,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,"A mi papá, mamá.",1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,A mis padres y a los de el,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,A mis padres,4,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,A mis padres y a la comisaria y a la policia,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,a mis padres o a alguien familiar,2,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,A la Policia,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,primero a mis padres y luego a las autoridades para buscar ayuda,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,8,¿A quien le cuento?,a mi mamá,1,text,
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,9,¿Me siento bien cuando me felicitan y acepto los buenos comentarios que me hacen por una buena acción que he hecho?,Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 3: NNA fortalecen sus habilidades para la vida,Acandí,26.10.2015 00:00:00,9,¿Me siento bien cuando me felicitan y acepto los buenos comentarios que me hacen por una buena acción que he hecho?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,1,¿Cuál de estas frases hace parte del himno nacional de mi país?,Oh gloria inmarcesible,13,multiOptionSingleChoice,"{""list"":[""Oh gloria inmarcesible"",""Ninguna."",""Si Bolívar salvó los abismos."",""Ouviram do Ipiranga as margens plácidas"",""Gloria al bravo pueblo.""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,2,¿Conozco las festividades y celebraciones que se hacen en la región donde vivo?,Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,2,¿Conozco las festividades y celebraciones que se hacen en la región donde vivo?,No,1,yesno,"{""list"":[""Sí"",""No""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo","20 de julio, 11 de noviembre amor y amistad",1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo","La fiesta de la virgen del carmen, san pacho, fiestas novembirnas",1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",Viregen del Carmen y 11 de noviembre,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",las fiestas de la virgen del carmen y la navidad.,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",no aplica,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo","La fiesta de la virgen del carmen, fiestas novembirnas",2,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",las fiestas de la virgen del carmen,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",las fiestas de la virgen del carmen y semana santa,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",las fiestas de la virgen del carmen y los porros,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo","semana santa, fiestas de la virgen del carmen y los porros.",1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo",las fiestas patronales y las fiestas del folclor,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,3,"Si la respuesta anterior es ""si"", nombre algunas festividades y celebraciones que se hacen en la región donde vivo","La fiesta de la virgen del carmen, semana santa",1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,4,Los colores de la bandera de mi país son:,"Amarillo, azul y rojo",13,multiOptionSingleChoice,"{""list"":[""Verde, amarillo y blanco"",""Amarillo, azul y rojo"",""Otros""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,5,Si tuvieras que elegir un país para vivir y crecer ¿Cuál elegirías?,Colombia,12,multiOptionSingleChoice,"{""list"":[""Colombia"",""Otro""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,5,Si tuvieras que elegir un país para vivir y crecer ¿Cuál elegirías?,Otro,1,multiOptionSingleChoice,"{""list"":[""Colombia"",""Otro""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,6,¿Cuál?,porque Colombia es una pais que deja muchas enseñanzas,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,6,¿Cuál?,no respondio,2,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,6,¿Cuál?,Holanda porque quiero divertirme mucho y conocer nuevas cosas,1,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,6,¿Cuál?,no aplica,9,text,
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,7,"Una vecina golpeó a mi hermano, me acerqué a ella para dialogar y aclarar la situación, pero ella no quiso ¿a quién acudo para pedir ayuda?","A un amigo, vecino, conocido, etc.",5,multiOptionSingleChoice,"{""list"":[""A un amigo, vecino, conocido, etc."",""A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,7,"Una vecina golpeó a mi hermano, me acerqué a ella para dialogar y aclarar la situación, pero ella no quiso ¿a quién acudo para pedir ayuda?","A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)",8,multiOptionSingleChoice,"{""list"":[""A un amigo, vecino, conocido, etc."",""A la autoridad (Policía, Comisaría de familia, Casa de justicia, Corregidor, Inspector, Capitán, Gobernador, Cacique o alguna institución del municipio)""]}"
COMPONENTE 4: NNA generan sentido de pertenencia e identidad por su comunidad y su territorio,Acandí,26.10.2015 00:00:00,8,Cuando veo jóvenes de mi barrio que ofrecen drogas o alcohol a mis compañeros o a mi ¿le cuento a algún adulto?,Sí,12,yesno,"{""list"":[""Sí"",""No""]}"
